sex	date	hornL	hornR	season	month	day	yr	daynr	age	cohort	mass	density
F	10/12/2002	150	150	2002	12	10	2002	344	7	1995	27.8000	low
M	10/12/2002	205	205	2002	12	10	2002	344	6	1996	21.9529	low
F	10/12/2002	222	222	2002	12	10	2002	344	5	1997	20.1113	low
M	12/12/2002	180	180	2002	12	12	2002	346	6	1996	21.5000	low
F	12/12/2002	170	175	2002	12	12	2002	346	4	1998	23.7957	high
F	12/12/2002	115	120	2002	12	12	2002	346	2	2000	23.0000	high
F	13/12/2002	200	200	2002	12	13	2002	347	4	1998	21.6000	high
M	15/12/2002	137	137	2002	12	15	2002	349	1	2001	19.1909	high
F	17/12/2002	115	115	2002	12	17	2002	351	2	2000	31.0000	high
M	19/12/2002	188	130	2002	12	19	2002	353	7	1995	22.0000	low
F	19/12/2002	120	120	2002	12	19	2002	353	6	1996	23.7898	low
M	19/12/2002	175	180	2002	12	19	2002	353	2	2000	21.8000	high
M	19/12/2002	225	230	2002	12	19	2002	353	2	2000	23.4270	high
M	19/12/2002	140	140	2002	12	19	2002	353	1	2001	18.0868	high
F	21/12/2002	150	145	2002	12	21	2002	355	5	1997	22.4135	low
M	21/12/2002	152	146	2002	12	21	2002	355	4	1998	19.0000	high
M	21/12/2002	190	190	2002	12	21	2002	355	4	1998	25.5000	high
F	22/12/2002	235	225	2002	12	22	2002	356	12	1990	19.6510	low
F	22/12/2002	205	205	2002	12	22	2002	356	7	1995	20.5716	low
M	22/12/2002	190	192	2002	12	22	2002	356	4	1998	21.6000	high
M	22/12/2002	115	120	2002	12	22	2002	356	3	1999	25.9000	high
F	22/12/2002	120	125	2002	12	22	2002	356	1	2001	15.0000	high
F	22/12/2002	100	105	2002	12	22	2002	356	1	2001	20.1000	high
M	24/12/2002	210	215	2002	12	24	2002	358	4	1998	16.6154	high
F	26/12/2002	190	180	2002	12	26	2002	360	4	1998	18.9857	high
M	28/12/2002	223	224	2002	12	28	2002	362	2	2000	21.9529	high
M	28/12/2002	223	224	2002	12	28	2002	362	2	2000	21.9529	high
F	29/12/2002	125	130	2002	12	29	2002	363	4	1998	20.1000	high
F	31/12/2002	210	205	2002	12	31	2002	365	10	1992	19.0000	low
M	31/12/2002	225	225	2002	12	31	2002	365	5	1997	23.0000	low
M	02/01/2003	235	240	2002	1	2	2003	367	3	1999	25.0000	high
F	02/01/2003	210	210	2002	1	2	2003	367	2	2000	18.2708	high
F	07/01/2003	176	176	2002	1	7	2003	372	14	1988	20.0000	high
F	07/01/2003	176	176	2002	1	7	2003	372	14	1988	20.0000	high
M	07/01/2003	135	135	2002	1	7	2003	372	1	2001	17.4430	high
F	11/01/2003	170	177	2002	1	11	2003	376	12	1990	24.5000	low
F	11/01/2003	170	177	2002	1	11	2003	376	12	1990	24.5000	low
F	11/01/2003	170	172	2002	1	11	2003	376	6	1996	21.9529	low
F	11/01/2003	145	150	2002	1	11	2003	376	4	1998	19.2829	high
F	11/01/2003	36	36	2002	1	11	2003	376	0	2002	12.5000	high
M	11/01/2003	70	70	2002	1	11	2003	376	0	2002	11.8402	high
F	12/01/2003	180	182	2002	1	12	2003	377	4	1998	21.4000	high
F	12/01/2003	120	115	2002	1	12	2003	377	1	2001	19.3749	high
F	18/02/2003	167	165	2002	2	18	2003	414	3	1999	16.0000	high
M	20/02/2003	217	220	2002	2	20	2003	416	6	1996	22.0000	low
M	25/02/2003	212	212	2002	2	25	2003	421	4	1998	19.0000	high
M	02/09/2003	218	215	2003	9	2	2003	245	6	1997	26.6000	low
M	02/09/2003	182	185	2003	9	2	2003	245	4	1999	27.9453	high
F	04/09/2003	160	163	2003	9	4	2003	247	6	1997	19.5000	low
F	04/09/2003	151	151	2003	9	4	2003	247	6	1997	18.7308	low
M	04/09/2003	203	207	2003	9	4	2003	247	6	1997	29.3000	low
M	04/09/2003	198	198	2003	9	4	2003	247	5	1998	26.8000	high
F	04/09/2003	179	178	2003	9	4	2003	247	3	2000	12.5000	high
M	14/09/2003	205	205	2003	9	14	2003	257	7	1996	36.0000	low
M	14/09/2003	170	172	2003	9	14	2003	257	7	1996	26.5616	low
F	14/09/2003	130	130	2003	9	14	2003	257	3	2000	23.0000	high
M	14/09/2003	190	200	2003	9	14	2003	257	2	2001	28.0000	high
M	14/09/2003	180	175	2003	9	14	2003	257	1	2002	20.2033	high
M	16/09/2003	206	204	2003	9	16	2003	259	5	1998	22.2000	high
F	18/09/2003	78	75	2003	9	18	2003	261	9	1994	25.7000	low
F	18/09/2003	210	210	2003	9	18	2003	261	7	1996	21.0000	low
M	18/09/2003	160	150	2003	9	18	2003	261	4	1999	29.3296	high
M	19/09/2003	200	196	2003	9	19	2003	262	4	1999	24.9940	high
M	19/09/2003	210	205	2003	9	19	2003	262	3	2000	24.0000	high
F	19/09/2003	65	68	2003	9	19	2003	262	1	2002	17.3000	high
M	20/09/2003	210	210	2003	9	20	2003	263	5	1998	26.7461	high
F	20/09/2003	210	210	2003	9	20	2003	263	4	1999	25.0000	high
M	20/09/2003	130	130	2003	9	20	2003	263	1	2002	17.0000	high
F	21/09/2003	175	180	2003	9	21	2003	264	2	2001	19.1000	high
M	21/09/2003	145	143	2003	9	21	2003	264	1	2002	17.2199	high
F	22/09/2003	166	167	2003	9	22	2003	265	12	1991	26.5616	low
F	22/09/2003	172	171	2003	9	22	2003	265	4	1999	21.0319	high
F	25/09/2003	187	192	2003	9	25	2003	268	8	1995	25.0000	low
F	25/09/2003	130	134	2003	9	25	2003	268	7	1996	21.9529	low
M	25/09/2003	220	219	2003	9	25	2003	268	3	2000	20.3874	high
M	27/09/2003	150	150	2003	9	27	2003	270	3	2000	19.0000	high
M	27/09/2003	213	215	2003	9	27	2003	270	3	2000	32.5611	high
M	27/09/2003	109	110	2003	9	27	2003	270	1	2002	19.1909	high
M	28/09/2003	200	200	2003	9	28	2003	271	4	1999	23.5000	high
M	28/09/2003	178	174	2003	9	28	2003	271	3	2000	21.9529	high
M	28/09/2003	107	107	2003	9	28	2003	271	1	2002	10.0070	high
F	30/09/2003	172	180	2003	9	30	2003	273	10	1993	23.0000	low
F	30/09/2003	145	147	2003	9	30	2003	273	7	1996	22.5056	low
M	30/09/2003	225	230	2003	9	30	2003	273	7	1996	28.5000	low
M	30/09/2003	208	210	2003	9	30	2003	273	4	1999	25.9000	high
M	02/10/2003	204	206	2003	10	2	2003	275	7	1996	28.0000	low
M	02/10/2003	234	234	2003	10	2	2003	275	6	1997	31.1759	low
F	02/10/2003	153	151	2003	10	2	2003	275	4	1999	20.6000	high
F	02/10/2003	171	171	2003	10	2	2003	275	3	2000	23.0000	high
M	02/10/2003	213	212	2003	10	2	2003	275	2	2001	24.7000	high
F	02/10/2003	205	195	2003	10	2	2003	275	2	2001	20.3874	high
F	04/10/2003	155	160	2003	10	4	2003	277	5	1998	20.1113	high
F	04/10/2003	147	146	2003	10	4	2003	277	4	1999	25.6394	high
F	06/10/2003	178	178	2003	10	6	2003	279	4	1999	19.0000	high
F	06/10/2003	130	120	2003	10	6	2003	279	1	2002	17.3510	high
M	08/10/2003	132	134	2003	10	8	2003	281	4	1999	27.4840	high
F	08/10/2003	150	150	2003	10	8	2003	281	1	2002	15.5125	high
F	09/10/2003	165	168	2003	10	9	2003	282	3	2000	22.8742	high
F	09/10/2003	190	195	2003	10	9	2003	282	2	2001	20.1113	high
M	10/10/2003	160	160	2003	10	10	2003	283	5	1998	23.7957	high
M	11/10/2003	209	200	2003	10	11	2003	284	3	2000	27.4000	high
M	11/10/2003	132	135	2003	10	11	2003	284	2	2001	21.0000	high
M	11/10/2003	160	160	2003	10	11	2003	284	1	2002	18.0000	high
F	15/10/2003	162	160	2003	10	15	2003	288	4	1999	25.1784	high
M	15/10/2003	185	185	2003	10	15	2003	288	3	2000	22.5000	high
F	15/10/2003	186	180	2003	10	15	2003	288	3	2000	23.3349	high
F	15/10/2003	170	166	2003	10	15	2003	288	3	2000	19.0000	high
M	16/10/2003	200	200	2003	10	16	2003	289	8	1995	27.6000	low
M	16/10/2003	220	220	2003	10	16	2003	289	3	2000	27.8762	high
M	16/10/2003	170	170	2003	10	16	2003	289	2	2001	18.0000	high
M	17/10/2003	165	160	2003	10	17	2003	290	2	2001	25.4550	high
M	18/10/2003	223	222	2003	10	18	2003	291	4	1999	33.2077	high
F	18/10/2003	130	132	2003	10	18	2003	291	2	2001	21.0319	high
M	19/10/2003	195	200	2003	10	19	2003	292	4	1999	29.0000	high
M	19/10/2003	110	110	2003	10	19	2003	292	3	2000	30.0000	high
M	22/10/2003	215	216	2003	10	22	2003	295	3	2000	28.0000	high
F	23/10/2003	168	163	2003	10	23	2003	296	11	1992	17.6000	low
M	23/10/2003	205	204	2003	10	23	2003	296	3	2000	28.1299	high
M	23/10/2003	210	211	2003	10	23	2003	296	2	2001	21.4924	high
F	24/10/2003	172	172	2003	10	24	2003	297	11	1992	24.4409	low
F	24/10/2003	166	165	2003	10	24	2003	297	7	1996	21.7000	low
M	25/10/2003	180	180	2003	10	25	2003	298	5	1998	26.0083	high
M	26/10/2003	230	230	2003	10	26	2003	299	4	1999	32.0000	high
M	30/10/2003	160	162	2003	10	30	2003	303	3	2000	30.4373	high
F	01/11/2003	160	160	2003	11	1	2003	305	8	1995	21.9529	low
M	01/11/2003	201	203	2003	11	1	2003	305	3	2000	28.0000	high
M	01/11/2003	215	215	2003	11	1	2003	305	2	2001	26.0000	high
M	01/11/2003	110	111	2003	11	1	2003	305	1	2002	20.1113	high
F	01/11/2003	109	108	2003	11	1	2003	305	1	2002	19.1909	high
M	01/11/2003	40	40	2003	11	1	2003	305	0	2003	13.5000	high
F	02/11/2003	150	155	2003	11	2	2003	306	5	1998	25.0000	high
F	02/11/2003	41	42	2003	11	2	2003	306	0	2003	10.9233	high
F	04/11/2003	232	235	2003	11	4	2003	308	14	1989	28.2000	low
M	06/11/2003	210	202	2003	11	6	2003	310	5	1998	23.0000	high
F	06/11/2003	120	118	2003	11	6	2003	310	4	1999	16.2477	high
F	07/11/2003	180	180	2003	11	7	2003	311	5	1998	21.0000	high
F	09/11/2003	185	185	2003	11	9	2003	313	5	1998	21.8000	high
F	11/11/2003	187	180	2003	11	11	2003	315	12	1991	22.0000	low
M	11/11/2003	175	170	2003	11	11	2003	315	7	1996	27.4840	low
F	11/11/2003	210	210	2003	11	11	2003	315	6	1997	24.5000	low
F	11/11/2003	198	198	2003	11	11	2003	315	6	1997	16.6000	low
M	11/11/2003	186	185	2003	11	11	2003	315	4	1999	24.0000	high
M	11/11/2003	155	155	2003	11	11	2003	315	1	2002	17.8108	high
F	07/12/2003	235	240	2003	12	7	2003	341	11	1992	22.0000	low
M	07/12/2003	223	220	2003	12	7	2003	341	7	1996	23.0000	low
F	07/12/2003	195	195	2003	12	7	2003	341	7	1996	25.0000	low
F	07/12/2003	180	180	2003	12	7	2003	341	6	1997	21.2161	low
M	07/12/2003	190	190	2003	12	7	2003	341	5	1998	25.0000	high
F	07/12/2003	85	85	2003	12	7	2003	341	1	2002	16.2477	high
M	07/12/2003	153	153	2003	12	7	2003	341	1	2002	15.0000	high
M	10/12/2003	220	222	2003	12	10	2003	344	6	1997	25.6394	low
F	11/12/2003	150	160	2003	12	11	2003	345	1	2002	19.5000	high
F	13/12/2003	170	175	2003	12	13	2003	347	8	1995	21.0000	low
M	13/12/2003	210	210	2003	12	13	2003	347	5	1998	24.0000	high
F	13/12/2003	198	205	2003	12	13	2003	347	4	1999	24.0000	high
F	13/12/2003	156	155	2003	12	13	2003	347	4	1999	24.6000	high
M	13/12/2003	210	210	2003	12	13	2003	347	3	2000	19.0000	high
M	13/12/2003	220	221	2003	12	13	2003	347	2	2001	27.0000	high
M	13/12/2003	130	130	2003	12	13	2003	347	1	2002	15.5000	high
M	14/12/2003	220	220	2003	12	14	2003	348	5	1998	27.5000	high
F	17/12/2003	160	160	2003	12	17	2003	351	4	1999	23.3349	high
F	17/12/2003	160	165	2003	12	17	2003	351	3	2000	18.0000	high
M	18/12/2003	175	170	2003	12	18	2003	352	8	1995	20.5000	low
F	18/12/2003	172	170	2003	12	18	2003	352	3	2000	24.5000	high
F	18/12/2003	172	170	2003	12	18	2003	352	3	2000	24.5000	high
M	18/12/2003	210	210	2003	12	18	2003	352	3	2000	22.3085	high
M	20/12/2003	212	205	2003	12	20	2003	354	4	1999	24.9000	high
F	22/12/2003	205	205	2003	12	22	2003	356	7	1996	20.5716	low
F	24/12/2003	180	182	2003	12	24	2003	358	4	1999	20.6000	high
M	24/12/2003	210	210	2003	12	24	2003	358	4	1999	26.5616	high
F	25/12/2003	165	160	2003	12	25	2003	359	1	2002	24.0000	high
F	27/12/2003	215	175	2003	12	27	2003	361	6	1997	22.0000	low
F	27/12/2003	145	140	2003	12	27	2003	361	4	1999	22.3000	high
F	27/12/2003	105	103	2003	12	27	2003	361	1	2002	17.3510	high
M	27/12/2003	135	135	2003	12	27	2003	361	1	2002	16.8912	high
M	27/12/2003	160	165	2003	12	27	2003	361	1	2002	22.5056	high
M	28/12/2003	220	215	2003	12	28	2003	362	8	1995	24.5315	low
F	28/12/2003	165	170	2003	12	28	2003	362	5	1998	23.9800	high
F	28/12/2003	160	165	2003	12	28	2003	362	4	1999	23.3349	high
M	31/12/2003	220	223	2003	12	31	2003	365	4	1999	28.8681	high
F	31/12/2003	175	170	2003	12	31	2003	365	3	2000	23.6113	high
M	01/01/2004	235	238	2003	1	1	2004	366	8	1995	31.6376	low
M	03/01/2004	224	224	2003	1	3	2004	368	8	1995	18.0287	low
F	04/01/2004	188	188	2003	1	4	2004	369	6	1997	20.5000	low
M	04/01/2004	170	165	2003	1	4	2004	369	6	1997	25.5472	low
M	07/01/2004	190	195	2003	1	7	2004	372	5	1998	23.5000	high
M	08/01/2004	192	203	2003	1	8	2004	373	4	1999	32.0000	high
M	08/01/2004	155	155	2003	1	8	2004	373	1	2002	16.4316	high
M	10/01/2004	205	205	2003	1	10	2004	375	8	1995	19.1909	low
F	10/01/2004	185	184	2003	1	10	2004	375	4	1999	23.0000	high
F	10/01/2004	215	210	2003	1	10	2004	375	2	2001	21.1240	high
M	10/01/2004	140	147	2003	1	10	2004	375	1	2002	15.0000	high
M	11/01/2004	210	210	2003	1	11	2004	376	6	1997	32.0993	low
M	11/01/2004	135	138	2003	1	11	2004	376	1	2002	13.0000	high
F	13/01/2004	105	105	2003	1	13	2004	378	1	2002	11.3006	high
F	14/01/2004	184	185	2003	1	14	2004	379	9	1994	20.2000	low
M	14/01/2004	193	195	2003	1	14	2004	379	4	1999	24.2000	high
M	14/01/2004	190	197	2003	1	14	2004	379	3	2000	23.0000	high
F	15/01/2004	210	210	2003	1	15	2004	380	8	1995	21.9529	low
M	15/01/2004	212	211	2003	1	15	2004	380	6	1997	20.8299	low
M	17/01/2004	245	250	2003	1	17	2004	382	5	1998	25.8238	high
M	18/01/2004	132	137	2003	1	18	2004	383	1	2002	20.5716	high
F	07/09/2004	186	186	2004	9	7	2004	250	7	1997	23.8000	low
F	07/09/2004	155	155	2004	9	7	2004	250	5	1999	19.0000	high
F	07/09/2004	177	181	2004	9	7	2004	250	2	2002	13.4000	high
F	07/09/2004	175	180	2004	9	7	2004	250	2	2002	25.3000	high
F	08/09/2004	162	183	2004	9	8	2004	251	10	1994	21.1000	low
F	09/09/2004	200	200	2004	9	9	2004	252	4	2000	20.5000	high
M	09/09/2004	250	250	2004	9	9	2004	252	3	2001	25.9000	high
M	12/09/2004	143	143	2004	9	12	2004	255	9	1995	22.1371	low
F	12/09/2004	220	215	2004	9	12	2004	255	8	1996	22.4135	low
M	12/09/2004	211	213	2004	9	12	2004	255	7	1997	30.8066	low
M	12/09/2004	195	190	2004	9	12	2004	255	4	2000	28.0000	high
M	12/09/2004	240	240	2004	9	12	2004	255	3	2001	30.2526	high
F	14/09/2004	200	200	2004	9	14	2004	257	7	1997	22.5000	low
F	15/09/2004	208	208	2004	9	15	2004	258	6	1998	21.4924	high
M	15/09/2004	170	170	2004	9	15	2004	258	1	2003	20.4335	high
F	16/09/2004	152	154	2004	9	16	2004	259	6	1998	17.9000	high
F	18/09/2004	205	205	2004	9	18	2004	261	8	1996	21.9529	low
M	18/09/2004	200	200	2004	9	18	2004	261	5	1999	38.5684	high
M	18/09/2004	185	185	2004	9	18	2004	261	4	2000	30.0000	high
F	18/09/2004	170	170	2004	9	18	2004	261	3	2001	15.5125	high
M	18/09/2004	140	140	2004	9	18	2004	261	1	2003	12.0000	high
F	18/09/2004	140	140	2004	9	18	2004	261	1	2003	19.1909	high
M	19/09/2004	235	240	2004	9	19	2004	262	8	1996	34.8708	low
M	19/09/2004	225	230	2004	9	19	2004	262	6	1998	31.0000	high
M	19/09/2004	190	190	2004	9	19	2004	262	5	1999	27.4840	high
M	19/09/2004	143	143	2004	9	19	2004	262	4	2000	18.2708	high
M	19/09/2004	200	200	2004	9	19	2004	262	4	2000	26.5616	high
F	19/09/2004	135	135	2004	9	19	2004	262	1	2003	18.0868	high
F	21/09/2004	165	165	2004	9	21	2004	264	7	1997	21.9000	low
F	21/09/2004	171	170	2004	9	21	2004	264	5	1999	18.3000	high
M	21/09/2004	206	209	2004	9	21	2004	264	2	2002	23.7000	high
F	23/09/2004	166	166	2004	9	23	2004	266	5	1999	18.2000	high
F	23/09/2004	166	166	2004	9	23	2004	266	5	1999	19.0000	high
M	23/09/2004	174	170	2004	9	23	2004	266	5	1999	27.8000	high
F	23/09/2004	174	174	2004	9	23	2004	266	5	1999	19.1909	high
M	23/09/2004	140	140	2004	9	23	2004	266	1	2003	22.0000	high
F	25/09/2004	160	160	2004	9	25	2004	268	9	1995	20.1113	low
M	25/09/2004	155	155	2004	9	25	2004	268	6	1998	23.7898	high
M	25/09/2004	190	192	2004	9	25	2004	268	5	1999	31.0000	high
F	25/09/2004	140	140	2004	9	25	2004	268	1	2003	18.0000	high
M	26/09/2004	164	165	2004	9	26	2004	269	1	2003	19.0000	high
F	27/09/2004	164	167	2004	9	27	2004	270	5	1999	20.3874	high
F	29/09/2004	160	159	2004	9	29	2004	272	12	1992	19.8000	low
M	29/09/2004	190	188	2004	9	29	2004	272	8	1996	29.3296	low
M	29/09/2004	160	160	2004	9	29	2004	272	1	2003	21.0319	high
F	01/10/2004	160	160	2004	10	1	2004	274	14	1990	29.1000	low
F	01/10/2004	152	152	2004	10	1	2004	274	12	1992	19.0000	low
M	02/10/2004	170	170	2004	10	2	2004	275	5	1999	29.2373	high
F	02/10/2004	178	175	2004	10	2	2004	275	5	1999	22.0000	high
M	02/10/2004	192	192	2004	10	2	2004	275	3	2001	21.9529	high
M	03/10/2004	160	160	2004	10	3	2004	276	7	1997	31.6376	low
M	03/10/2004	165	165	2004	10	3	2004	276	1	2003	17.8108	high
F	05/10/2004	160	157	2004	10	5	2004	278	9	1995	19.7000	low
M	06/10/2004	210	215	2004	10	6	2004	279	5	1999	32.5000	high
M	06/10/2004	215	220	2004	10	6	2004	279	5	1999	31.5000	high
M	06/10/2004	181	178	2004	10	6	2004	279	4	2000	24.7174	high
F	06/10/2004	160	160	2004	10	6	2004	279	4	2000	29.0000	high
F	07/10/2004	173	173	2004	10	7	2004	280	7	1997	24.3000	low
M	07/10/2004	240	240	2004	10	7	2004	280	5	1999	28.0000	high
M	07/10/2004	206	206	2004	10	7	2004	280	5	1999	23.4000	high
M	07/10/2004	195	195	2004	10	7	2004	280	5	1999	28.5000	high
M	09/10/2004	180	180	2004	10	9	2004	282	6	1998	27.0000	high
F	09/10/2004	185	185	2004	10	9	2004	282	6	1998	22.8742	high
M	09/10/2004	225	224	2004	10	9	2004	282	5	1999	21.0319	high
M	09/10/2004	140	140	2004	10	9	2004	282	1	2003	17.0000	high
F	10/10/2004	166	166	2004	10	10	2004	283	12	1992	22.4000	low
M	10/10/2004	200	250	2004	10	10	2004	283	2	2002	23.0000	high
F	12/10/2004	175	180	2004	10	12	2004	285	13	1991	19.5000	low
F	12/10/2004	162	162	2004	10	12	2004	285	10	1994	28.7000	low
M	12/10/2004	230	230	2004	10	12	2004	285	6	1998	28.1000	high
F	12/10/2004	140	141	2004	10	12	2004	285	5	1999	17.6000	high
M	12/10/2004	205	205	2004	10	12	2004	285	4	2000	29.3000	high
M	12/10/2004	218	218	2004	10	12	2004	285	2	2002	21.6766	high
M	12/10/2004	175	175	2004	10	12	2004	285	2	2002	22.1000	high
F	14/10/2004	161	163	2004	10	14	2004	287	7	1997	18.7000	low
F	14/10/2004	172	175	2004	10	14	2004	287	6	1998	24.4000	high
M	14/10/2004	190	190	2004	10	14	2004	287	4	2000	20.2393	high
F	14/10/2004	150	152	2004	10	14	2004	287	3	2001	22.0000	high
F	15/10/2004	167	167	2004	10	15	2004	288	9	1995	17.1000	low
F	15/10/2004	189	189	2004	10	15	2004	288	7	1997	26.9000	low
F	16/10/2004	181	180	2004	10	16	2004	289	5	1999	28.2000	high
F	16/10/2004	184	185	2004	10	16	2004	289	4	2000	25.6394	high
M	16/10/2004	100	100	2004	10	16	2004	289	1	2003	20.0000	high
F	17/10/2004	210	210	2004	10	17	2004	290	4	2000	26.6000	high
F	19/10/2004	180	185	2004	10	19	2004	292	4	2000	21.6000	high
M	20/10/2004	210	210	2004	10	20	2004	293	3	2001	31.1759	high
F	22/10/2004	185	186	2004	10	22	2004	295	13	1991	26.0083	low
F	22/10/2004	171	171	2004	10	22	2004	295	10	1994	18.6388	low
F	22/10/2004	176	175	2004	10	22	2004	295	8	1996	20.5000	low
M	23/10/2004	245	250	2004	10	23	2004	296	10	1994	32.0000	low
F	23/10/2004	186	181	2004	10	23	2004	296	9	1995	24.0261	low
F	23/10/2004	117	115	2004	10	23	2004	296	9	1995	26.0000	low
F	23/10/2004	145	145	2004	10	23	2004	296	4	2000	22.0000	high
F	23/10/2004	175	165	2004	10	23	2004	296	3	2001	19.0000	high
F	23/10/2004	140	138	2004	10	23	2004	296	1	2003	18.5000	high
M	24/10/2004	195	195	2004	10	24	2004	297	8	1996	26.2849	low
F	24/10/2004	195	195	2004	10	24	2004	297	8	1996	22.8742	low
M	24/10/2004	170	170	2004	10	24	2004	297	2	2002	22.0450	high
F	25/10/2004	186	185	2004	10	25	2004	298	11	1993	27.0000	low
F	25/10/2004	169	167	2004	10	25	2004	298	11	1993	18.2708	low
M	25/10/2004	215	219	2004	10	25	2004	298	3	2001	26.1005	high
F	25/10/2004	178	177	2004	10	25	2004	298	3	2001	19.1909	high
M	30/10/2004	240	231	2004	10	30	2004	303	7	1997	31.8000	low
M	30/10/2004	175	190	2004	10	30	2004	303	4	2000	27.0000	high
M	31/10/2004	170	190	2004	10	31	2004	304	10	1994	21.2161	low
M	31/10/2004	156	156	2004	10	31	2004	304	4	2000	27.4840	high
F	01/11/2004	200	200	2004	11	1	2004	305	13	1991	20.0000	low
M	01/11/2004	200	200	2004	11	1	2004	305	5	1999	23.0000	high
M	01/11/2004	217	215	2004	11	1	2004	305	4	2000	32.0000	high
M	04/11/2004	127	123	2004	11	4	2004	308	5	1999	29.0000	high
F	06/11/2004	165	160	2004	11	6	2004	310	6	1998	21.9529	high
M	06/11/2004	155	155	2004	11	6	2004	310	1	2003	14.5076	high
M	06/11/2004	130	140	2004	11	6	2004	310	1	2003	13.6308	high
M	06/11/2004	134	134	2004	11	6	2004	310	1	2003	17.0000	high
M	07/11/2004	185	190	2004	11	7	2004	311	4	2000	25.4000	high
M	07/11/2004	175	160	2004	11	7	2004	311	2	2002	20.0000	high
F	11/11/2004	180	180	2004	11	11	2004	315	9	1995	24.5000	low
M	11/11/2004	190	185	2004	11	11	2004	315	8	1996	29.0000	low
F	11/11/2004	150	152	2004	11	11	2004	315	6	1998	24.9018	high
F	11/11/2004	180	180	2004	11	11	2004	315	5	1999	19.3749	high
F	11/11/2004	165	170	2004	11	11	2004	315	4	2000	21.5845	high
F	11/11/2004	143	143	2004	11	11	2004	315	4	2000	22.0000	high
F	11/11/2004	165	170	2004	11	11	2004	315	3	2001	23.7957	high
M	11/11/2004	185	192	2004	11	11	2004	315	3	2001	21.0515	high
F	11/11/2004	168	170	2004	11	11	2004	315	2	2002	19.5000	high
M	07/12/2004	207	208	2004	12	7	2004	341	10	1994	22.5000	low
M	07/12/2004	192	190	2004	12	7	2004	341	4	2000	22.5000	high
F	08/12/2004	162	164	2004	12	8	2004	342	10	1994	21.4000	low
F	08/12/2004	234	238	2004	12	8	2004	342	10	1994	25.5000	low
F	08/12/2004	175	170	2004	12	8	2004	342	3	2001	20.1113	high
M	09/12/2004	170	165	2004	12	9	2004	343	10	1994	24.0000	low
M	11/12/2004	198	196	2004	12	11	2004	345	7	1997	28.2000	low
M	12/12/2004	260	260	2004	12	12	2004	346	11	1993	21.7687	low
M	12/12/2004	215	215	2004	12	12	2004	346	3	2001	18.0868	high
M	12/12/2004	198	195	2004	12	12	2004	346	3	2001	21.4003	high
F	13/12/2004	145	145	2004	12	13	2004	347	9	1995	21.1240	low
F	14/12/2004	162	163	2004	12	14	2004	348	10	1994	33.0000	low
F	14/12/2004	165	168	2004	12	14	2004	348	4	2000	23.2000	high
F	15/12/2004	180	180	2004	12	15	2004	349	11	1993	19.6510	low
F	16/12/2004	185	155	2004	12	16	2004	350	8	1996	24.5000	low
F	16/12/2004	160	161	2004	12	16	2004	350	1	2003	21.2000	high
F	16/12/2004	160	161	2004	12	16	2004	350	1	2003	21.2000	high
M	22/12/2004	175	180	2004	12	22	2004	356	8	1996	30.0000	low
M	22/12/2004	220	220	2004	12	22	2004	356	2	2002	20.4795	high
F	23/12/2004	189	185	2004	12	23	2004	357	8	1996	25.1784	low
F	23/12/2004	170	180	2004	12	23	2004	357	5	1999	24.2000	high
F	25/12/2004	151	152	2004	12	25	2004	359	4	2000	24.7174	high
M	29/12/2004	220	220	2004	12	29	2004	363	4	2000	21.4924	high
F	30/12/2004	219	216	2004	12	30	2004	364	11	1993	24.6000	low
F	30/12/2004	162	160	2004	12	30	2004	364	8	1996	19.7431	low
M	30/12/2004	230	230	2004	12	30	2004	364	8	1996	25.0000	low
M	30/12/2004	215	217	2004	12	30	2004	364	3	2001	17.2000	high
M	01/01/2005	77	80	2004	1	1	2005	366	0	2004	12.9412	high
M	06/01/2005	230	232	2004	1	6	2005	371	4	2000	20.2000	high
F	08/01/2005	180	182	2004	1	8	2005	373	5	1999	25.0000	high
M	08/01/2005	165	165	2004	1	8	2005	373	1	2003	16.4316	high
F	09/01/2005	180	180	2004	1	9	2005	374	3	2001	21.0319	high
M	12/01/2005	185	180	2004	1	12	2005	377	2	2002	22.8742	high
M	15/01/2005	190	185	2004	1	15	2005	380	1	2003	20.5716	high
M	06/09/2005	212	217	2005	9	6	2005	249	5	2000	26.1927	high
F	06/09/2005	83	82	2005	9	6	2005	249	1	2004	20.4000	high
M	06/09/2005	143	145	2005	9	6	2005	249	1	2004	15.3000	high
F	06/09/2005	108	107	2005	9	6	2005	249	1	2004	15.1000	high
M	08/09/2005	216	216	2005	9	8	2005	251	4	2001	26.3000	high
M	08/09/2005	187	188	2005	9	8	2005	251	2	2003	19.9000	high
F	11/09/2005	203	202	2005	9	11	2005	254	7	1998	28.7000	high
M	11/09/2005	250	255	2005	9	11	2005	254	7	1998	34.1000	high
F	11/09/2005	200	200	2005	9	11	2005	254	4	2001	25.0000	high
M	11/09/2005	207	210	2005	9	11	2005	254	3	2002	22.8742	high
M	11/09/2005	102	102	2005	9	11	2005	254	1	2004	18.8000	high
M	13/09/2005	218	218	2005	9	13	2005	256	14	1991	26.6000	low
F	13/09/2005	187	193	2005	9	13	2005	256	4	2001	21.6000	high
F	13/09/2005	176	178	2005	9	13	2005	256	2	2003	19.4000	high
F	14/09/2005	197	202	2005	9	14	2005	257	8	1997	22.6000	low
M	14/09/2005	230	235	2005	9	14	2005	257	5	2000	32.5611	high
