Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Passeriformes	Motacillidae	Anthus	trivialis		Anthus_trivialis	f	1	0.57	Vol		16.8	USNM604806	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Motacillidae	Anthus	trivialis		Anthus_trivialis	m	1	0.59	Vol		21.1	USNM604792	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Motacillidae	Anthus	trivialis		Anthus_trivialis	m	1	0.615	Vol		16.1	USNM604796	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Motacillidae	Anthus	trivialis		Anthus_trivialis	m	1	0.63	Vol		17.4	USNM604798	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Motacillidae	Anthus	trivialis		Anthus_trivialis	m	1	0.63	Vol		17.4	USNM604804	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	f	1		Mass	0.520	18.300	HoBR215844	House of Bird Research collection	4-16-1986	Rhodos, Greece	36.10N 28.00E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	f	1		Mass	0.521	19.259	HoBR338326	House of Bird Research collection	4-26-2007	Lunderskov, DK	55.29N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	f	1		Mass	0.540	19.600	HoBR216188	House of Bird Research collection	4-21-1992	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.450	20.000	HoBR235313	House of Bird Research collection		Augustenborg, DK	54,56N 09.50E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.660	22.200	HoBR235059	House of Bird Research collection	6-17-1989	Sønderborg, DK	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.548	22.569	HoBR353489	House of Bird Research collection	4-28-2011	Hjerndrup, DK	55,20N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.569	18.373	HoBR314694	House of Bird Research collection	4-25-2001	Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.524	23.666	HoBR31465!	House of Bird Research collection	6-15-2002	Christiansfeld, DK	55.21N 09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.524	23.666	HoBR31465!	House of Bird Research collection	6-15-2002	Christiansfeld, DK	55.21N 09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.500	20.000	HoBR257790	House of Bird Research collection	4-19-1994	Christiansfeld, DK	55.21N 09.29E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.555	22.913	HoBR328772	House of Bird Research collection	4-8-2004	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.566	20.241	HoBR328779	House of Bird Research collection	5-2-2004	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.538	20.635	HoBR353482	House of Bird Research collection	4-21-2011	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.441	21.096	HoBR290754	House of Bird Research collection	7-22-1996	 Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.700	20.700	HoBR216187	House of Bird Research collection	4-21-1992	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.610	19.200	HoBR216194	House of Bird Research collection	1992	Jordrup, DK	55.33N 09.19E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.574	21.725	HoBR353806	House of Bird Research collection	4-15-2011	Skærsø, DK	55.34N 09.26E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.582	21.577	HoBR339287	House of Bird Research collection	7-28-2010	Sæby, DK	57.20N 10.31E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.710	20.900	HoBR216162	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	alba	alba	Motacilla_alba	m	1		Mass	0.530	20.900	HoBR235205	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	feldegg	Motacilla_flava	m	1		Mass	0.397	19.342	HoBR246190	House of Bird Research collection	5-xx-1992	River Evros, N. E. Greece		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	feldegg	Motacilla_flava	m	1		Mass	0.372	17.159	HoBR246193	House of Bird Research collection	5-xx-1992	River Euros, Greece		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	feldegg	Motacilla_flava	m	1		Mass	0.496	17.542	HoBR246194	House of Bird Research collection	5-xx-1992	River Euros, Greece		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	feldegg	Motacilla_flava	m	1		Mass	0.402	17.542	HoBR246196	House of Bird Research collection	5-xx-1992	River Evros, N. E.   Greece		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	feldegg x flavissima?	Motacilla_flava	m	1		Mass	0.419	17.034	HoBR246197	House of Bird Research collection	4-xx-1992	Evros River, Greece		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Motacillidae	Motacilla	flava	simillima	Motacilla_flava	f	1		Mass	0.471	16.929	HoBR Not registered	House of Bird Research collection	5-2-1990	Chico River, Philippines	17.37N 121.30E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Chaimarrornis	leucocephalus		Chaimarrornis_leucocephalus	f	1		Mass	1.000	24.300	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	f	1	0.94	Vol		29	USNM611889	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	f	1	0.87	Vol		21	USNM611890	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	f	1	0.79	Vol		26	USNM620530	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	m	1	0.86	Vol		28	USNM611887	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	m	1	0.96	Vol		27	USNM611888	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	m	1	0.74	Vol		24	USNM620566	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	m	1		Mass	0.654	18.700	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Cinclidium	leucurum		Cinclidium_leucurum	m	1		Mass	0.621	25.780	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Copsychus	malabaricus		Copsychus_malabaricus	m	1		Mass	0.918	24.130	HoBR299946	House of Bird Research collection	5-18-1986	captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Copsychus	malabaricus		Copsychus_malabaricus	m	1		Mass	0.670	28.861	HoBR354092	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Copsychus	malabaricus		Copsychus_malabaricus	m	1		Mass	0.707	19.749	HoBR354093	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Copsychus	malabaricus		Copsychus_malabaricus	unknown	1		Mass	0.9	19.6						unknown	Hrdlicka A (1905) Brain Weight in Vertebrates	
Passeriformes	Muscicapidae	Copsychus	saularis		Copsychus_saularis	f	1	1	Vol		30.6	USNM620368	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Copsychus	saularis		Copsychus_saularis	m	1	1.1	Vol		36	USNM620374	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Copsychus	saularis		Copsychus_saularis	m	1	1.05	Vol		35.5	USNM620460	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cossypha	caffra		Cossypha_caffra	f	1	1.02	Vol		29	USNM558569	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cossypha	caffra		Cossypha_caffra	m	1	1.07	Vol		30	USNM558656	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cossypha	caffra		Cossypha_caffra	m	1	1.04	Vol		30	USNM558657	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cossypha	caffra		Cossypha_caffra	m	1	1.03	Vol		30	USNM558658	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cossypha	niveicapilla		Cossypha_niveicapilla	m	1		Mass	0.950	31.800	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Cyornis	hainanus		Cyornis_hainanus	m	1		Mass	0.680	29.800	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Cyornis	rubeculoides		Cyornis_rubeculoides	f	1	0.59	Vol		13.5	USNM620500	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cyornis	rubeculoides		Cyornis_rubeculoides	f	1	0.58	Vol		12.5	USNM620520	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Cyornis	rubeculoides		Cyornis_rubeculoides	m	1	0.54	Vol		11.5	USNM620301	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Enicurus	scouleri		Enicurus_scouleri	f	1	0.74	Vol		13	USNM611893	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Enicurus	scouleri		Enicurus_scouleri	m	1	0.76	Vol		15	USNM611896	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.564	18.244	HoBR329001	House of Bird Research collection	3-6-2004	Sønderborg, DK	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.598	18.182	HoBR290885	House of Bird Research collection	5-18-1997	Sønderborg, DK	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.560	19.039	HoBR353454	House of Bird Research collection	3-28-2011	Åbenrå, DK	55,03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.480	15.423	HoBR328906	House of Bird Research collection	4-11-2000	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.513	17.321	HoBR353788	House of Bird Research collection	2-12-2012	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.533	16.516	HoBR353867	House of Bird Research collection	5-20-2012	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.589	17.108	HoBR353313	House of Bird Research collection	4-21-2010	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.582	20.012	HoBR365445	House of Bird Research collection	2-10-2015	Nustrup, DK	55.16N 09.11E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.596	17.614	HoBR353493	House of Bird Research collection	4-10-2011	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.553	16.377	HoBR353427	House of Bird Research collection	2-22-2011	near Christiansfeld, DK	55.21N 09.29E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.627	21.478	HoBR328729	House of Bird Research collection	1-xx-2004	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.635	20.736	HoBR345994	House of Bird Research collection	1-22-2010	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.650	16.700	HoBR257484	House of Bird Research collection	3-27-1993	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.518	16.138	HoBR354019	House of Bird Research collection	11-7-2013	Kolding, DK	55.29N 09.28E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.457	15.795	HoBR286462	House of Bird Research collection	4-23-1998	Tversted, DK	57.35N 10.12E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.450	12.900	HoBR154197	House of Bird Research collection				unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	f	1		Mass	0.890	16.700	HoBR235525	House of Bird Research collection		Bøvtoft, DK		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.780	16.300	HoBR235277	House of Bird Research collection	3-22-1990	Gram, DK	55,17N 09.03E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.680	21.800	HoBR171729	House of Bird Research collection	2-4-1986	Løgumkloster, DK	55.04N 08.57E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.718	16.684	HoBR274092	House of Bird Research collection	4-9-1996	Nordborg, DK	55.04N 09.45E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.630	18.700	HoBR171989	House of Bird Research collection	3-4-1992	Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.570	15.963	HoBR353620	House of Bird Research collection	10-29-2011	Simmersted, DK	55.18N 09.23E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.618	22.133	HoBR365397	House of Bird Research collection	12-9-2014	Højrup, DK	55.22N 09.21E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.636	18.622	HoBR353456	House of Bird Research collection	3-28-2011	Frørup, DK	55.22N 09.24E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.630	16.800	HoBR235002	House of Bird Research collection	4-9-1989	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.574	18.020	HoBR353409	House of Bird Research collection	12-18-2010	Taps, DK	55.24N 09.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.683	19.527	HoBR353595	House of Bird Research collection	11-29-2011	Taps, DK	55.24N 09.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.615	15.968	HoBR365425	House of Bird Research collection	4-19-2015	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.695	19.367	HoBR365527	House of Bird Research collection	11-18-2015	Taps, DK	55.24N 09.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.642	16.680	HoBR354018	House of Bird Research collection	11-2-2013	Fovslet, DK	55.25N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.505	14.899	HoBR354113	House of Bird Research collection	3-8-2014	Hjarup, DK	55.27N 09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.690	16.100	HoBR235753	House of Bird Research collection	9-21-1991	Vejen, DK	55.28N09.10E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.620	16.600	HoBR235792	House of Bird Research collection	1990	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.707	15.744	HoBR365213	House of Bird Research collection	9-22-2014	Kolding, DK	55.29N 09.28E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.520	19.700	HoBR257800	House of Bird Research collection	4-22-1994	Kolding, DK	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.617	20.486	HoBR338045	House of Bird Research collection	3-3-2006	Harte, DK	55.31N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.584	16.287	HoBR365236	House of Bird Research collection	4-15-2014	Skærsø, DK	55.34N 09.26E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.604	18.859	HoBR273843	House of Bird Research collection	4-1-1995	Fredericia, DK	55.35N 09.46E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.563	18.970	HoBR257681	House of Bird Research collection	4-19-1993	Dragør, DK	55.36N 12.39E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.536	19.572	HoBR346078	House of Bird Research collection	4-10-2008	Ålborg, DK	57,02N 09,58E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.729	17.869	HoBR308630	House of Bird Research collection	8-5-2002	Ålbæk, DK	57.35N 10.25E 	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.489	16.510	HoBR308218	House of Bird Research collection		Skagen, DK	57.43N 10,35E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	m	1		Mass	0.408	11.396	HoBR308707	House of Bird Research collection	3-4-2003	Skagen, DK	57.43N 10,35E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	unknown	1		Mass	0.560	11.978	HoBR345969	House of Bird Research collection	10-11-2009	Gedser Odde, DK	54.34N 11.58E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	unknown	1		Mass	0.572	18.078	HoBR346057	House of Bird Research collection	3-23-2008	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	unknown	1		Mass	1.052	17.979	HoBR346254	House of Bird Research collection	2-1-2009	Taps, DK	55.24N 09.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula	rubecula	Erithacus_rubecula	unknown	1		Mass	0.640	18.391	HoBR365400	House of Bird Research collection	1-23-2015	Taps, DK	55.24N 09.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Erithacus	rubecula		Erithacus_rubecula	unknown	1		Mass	0.65	10.3						Adult	Hrdlicka A (1905) Brain Weight in Vertebrates	
Passeriformes	Muscicapidae	Erythropygia	coryphaeus		Erythropygia_coryphaeus	f	1	0.72	Vol		25.5	USNM558648	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Erythropygia	coryphaeus		Erythropygia_coryphaeus	f	1	0.72	Vol		22.5	USNM558649	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Erythropygia	coryphaeus		Erythropygia_coryphaeus	m	1	0.7	Vol		21.6	USNM558644	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Erythropygia	coryphaeus		Erythropygia_coryphaeus	m	1	0.77	Vol		22.7	USNM558645	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Erythropygia	coryphaeus		Erythropygia_coryphaeus	m	1	0.69	Vol		22	USNM558646	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Eumyias	thalassinus		Eumyias_thalassinus	m	1		Mass	0.559	11.001	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Eumyias	thalassinus		Eumyias_thalassinus	m	1		Mass	0.530	11.700	HoBR Not registered	House of Bird Research collection				unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	albicollis		Ficedula_albicollis	m	1	0.43	Vol		9.4	USNM604564	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Ficedula	albicollis		Ficedula_albicollis	m	1	0.49	Vol		13.2	USNM604567	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Ficedula	albicollis		Ficedula_albicollis	m	1	0.455	Vol		12	USNM604570	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca	hypoleuca	Ficedula_hypoleuca	m	1		Mass	0.396	11.607	HoBR339269	House of Bird Research collection	4-15-2014	Lake Marathon, Greece	38.09N 23.58E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca	hypoleuca	Ficedula_hypoleuca	m	1		Mass	0.415	14.430	HoBR290837	House of Bird Research collection	5-8-1995	Løgumkloster DK	55.04N 08.58E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca	hypoleuca	Ficedula_hypoleuca	m	1		Mass	0.460	9.700	HoBR235128	House of Bird Research collection	5-10-1989	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
