Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Passeriformes	Muscicapidae	Ficedula	hypoleuca	hypoleuca	Ficedula_hypoleuca	m	1		Mass	0.412	12.869	HoBR286629	House of Bird Research collection	5-17-1991	Hjørring, DK	57.28N 10.02E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca		Ficedula_hypoleuca	f	1		Mass	0.341	13.176	HoBR273831	House of Bird Research collection	5-13-1995	Vejen, DK	55.28N 09.10E 	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca		Ficedula_hypoleuca	f	1		Mass	0.510	14.520	HoBR166864	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	hypoleuca		Ficedula_hypoleuca	m	1		Mass	0.450	14.000	HoBR216169	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	zanthopygia		Ficedula_zanthopygia	m	1		Mass	0.520	8.400	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Ficedula	zanthopygia		Ficedula_zanthopygia	m	1		Mass	0.448	9.161	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Irania	gutturalis		Irania_gutturalis	m	1		Mass	0.650	25.480	HoBR215460	House of Bird Research collection	4-22-1972	Afion-Gay, Turkey	38.40N 30.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	calliope		Luscinia_calliope	m	1		Mass	0.700	14.100	HoBR216043	House of Bird Research collection	11-15-1988	captivity		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	calliope		Luscinia_calliope	m	1		Mass	0.700	29.000	HoBR Not registered	House of Bird Research collection	4-27-1984	captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane	bochaiensis	Luscinia_cyane	m	1		Mass	0.485	11.344	HoBR Not registered	House of Bird Research collection	9-xx-1998	newly import from China		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane	bochaiensis	Luscinia_cyane	m	1		Mass	0.490	11.118	HoBR Not registered	House of Bird Research collection	9-xx-1998	newly imported from China		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	f	1		Mass	0.463	12.653	HoBR354099	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	f	1		Mass	0.423	10.971	HoBR354100	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	m	1		Mass	0.325	10.851	HoBR354094	House of Bird Research collection		captivity		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	m	1		Mass	0.493	17.412	HoBR354095	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	m	1		Mass	0.450	10.950	HoBR Not registered	House of Bird Research collection	7-xx-1987	Hong Kong		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	cyane		Luscinia_cyane	m	1		Mass	0.400	11.100	HoBR Not registered	House of Bird Research collection	7-xx-1987	Hong Kong		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	luscinia		Luscinia_luscinia	m	1		Mass	0.750	25.500	HoBR257597	House of Bird Research collection		Gram, DK	55.17N 09.03E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	f	1	0.71	Vol		21.3	USNM603841	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	f	1	0.63	Vol		20	USNM603842	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	f	1	0.68	Vol		21.3	USNM603845	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	f	1		Mass	0.662	15.128	HoBR339177	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	m	1	0.7	Vol		19.3	USNM603853	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	m	1	0.72	Vol		17.6	USNM603864	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	m	1	0.67	Vol		16.7	USNM603867	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Luscinia	megarhynchos		Luscinia_megarhynchos	m	1	0.77	Vol		13.3	USNM603869	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata	striata	Muscicapa_striata	f	1		Mass	0.451	13.702	HoBR353325	House of Bird Research collection	7-1-2010	Taps, DK	55,23N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Muscicapa	striata	striata	Muscicapa_striata	m	1		Mass	0.531	16.841	HoBR274059	House of Bird Research collection	5-21-1996	Haderslev DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Muscicapa	striata	striata	Muscicapa_striata	m	1		Mass	0.461	16.839	HoBR339271	House of Bird Research collection	5-30-2010	Skagen, DK	57.43N 10.35E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1	0.49	Vol		17.4	USNM559628	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1	0.48	Vol		12.5	USNM604614	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1	0.44	Vol		13.1	USNM604629	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1	0.5	Vol		22.7	USNM604631	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1		Mass	0.550	14.700	HoBR235144	House of Bird Research collection	7-24-1988	Gram, DK	55.17N 09.03E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	f	1		Mass	0.396	12.510	HoBR299757	House of Bird Research collection	6-xx-1999	Vejen, DK	55.28N 09.10E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	m	1	0.47	Vol		17.2	USNM604608	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	m	1	0.55	Vol		12.8	USNM604621	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	m	1	0.5	Vol		12.2	USNM604622	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	m	1	0.49	Vol		15.5	USNM604624	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Muscicapa	striata		Muscicapa_striata	m	1		Mass	0.503	15.214	HoBR328907	House of Bird Research collection	5-14-1996	 Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Niltava	sundara		Niltava_sundara	f	1		Mass	0.709	17.915	HoBR Not registered	House of Bird Research collection		captivity		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Niltava	sundara		Niltava_sundara	f	1		Mass	0.658	27.245	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Niltava	sundara		Niltava_sundara	m	1		Mass	0.767	24.620	HoBR Not registered	House of Bird Research collection	1-xx-2000	captivity		unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	moesta		Oenanthe_moesta	f	1		Mass	0.686	30.429	HoBR Not registered	House of Bird Research collection	4-12-1986	Douz, Tunisia	33.28N 09.01 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	leucorhoa	Oenanthe_oenanthe	f	1		Mass	0.592	23.156	HoBR286211	House of Bird Research collection	9-8-1996	Skive, DK	56.34N 09.02E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	f	1		Mass	0.688	25.825	HoBR328794	House of Bird Research collection	5-28-2004	Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	f	1		Mass	0.724	25.146	HoBR299561	House of Bird Research collection	5-8-1998	Ødiskroge, DK	55.25N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	f	1		Mass	0.906	24.378	HoBR337659	House of Bird Research collection	9-xx-2006	Pandrup, DK	57.13N 09.41E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	f	1		Mass	0.580	23.786	HoBR339205	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.700	27.100	HoBR235403	House of Bird Research collection	4-13-1990	Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.633	26.457	HoBR338434	House of Bird Research collection	5-23-2007	Hjerndrup, DK	55.20N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.752	23.701	HoBR354001	House of Bird Research collection	5-2-2013	Lunderskov, DK	55.29N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.780	31.800	HoBR171605	House of Bird Research collection	5-13-1986	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.800	26.800	HoBR216168	House of Bird Research collection	5-10-1992	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.743	19.854	HoBR353395	House of Bird Research collection	10-11-2005	Vedbæk, DK	55.51N 12.34E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.707	23.471	HoBR337887	House of Bird Research collection	9-14-2007	Bindslev, DK	57,33N 10.12E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.600	24.000	HoBR273705	House of Bird Research collection		Bergen, Norway	60.23N 05.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	m	1		Mass	0.630	25.800	HoBR215859	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe	oenanthe	Oenanthe_oenanthe	unknown	1		Mass	0.688	21.197	HoBR237642	House of Bird Research collection	9-30-1989	Løkken, DK	57.22N 09.43E 	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe		Oenanthe_oenanthe	f	1	0.76	Vol		17.1	USNM603998	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe		Oenanthe_oenanthe	f	1	0.72	Vol		21.1	USNM604006	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Oenanthe	oenanthe		Oenanthe_oenanthe	m	1	0.81	Vol		19.3	USNM603997	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Passeriformes	Muscicapidae	Phoenicurus	auroreus		Phoenicurus_auroreus	m	1		Mass	0.600	11.600	HoBR257632	House of Bird Research collection	5-24-1993	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	auroreus		Phoenicurus_auroreus	m	1		Mass	0.574	10.797	HoBR354089	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	auroreus		Phoenicurus_auroreus	m	1		Mass	0.600	12.000	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	auroreus		Phoenicurus_auroreus	m	1		Mass	0.550	12.000	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	ochruros	gibraltariensis	Phoenicurus_ochruros	m	1		Mass	0.600	17.300	HoBR235752	House of Bird Research collection	9-12-1991	Stepping, DK	55.21N 09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	ochruros	gibraltariensis	Phoenicurus_ochruros	m	1		Mass	0.620	17.957	HoBR299923	House of Bird Research collection	5-15-2000	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	ochruros	gibraltariensis	Phoenicurus_ochruros	m	1		Mass	0.466	17.059	HoBR Not registered	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	ochruros		Phoenicurus_ochruros	m	1		Mass	0.480	15.275	HoBR353658	House of Bird Research collection	5-6-2011	Nykøbing F., DK	54.46N 11.53E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	ochruros		Phoenicurus_ochruros	m	1		Mass	0.620	17.400	HoBR235502	House of Bird Research collection		captivity		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	f	1		Mass	0.350	15.820	HoBR167129	House of Bird Research collection	5-12-1985	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	f	1		Mass	0.444	14.173	HoBR339227	House of Bird Research collection	9-5-2009	Sdr. Saltum, DK	57.16N 09.46E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	f	1		Mass	0.429	11.074	HoBR339092	House of Bird Research collection	10-9-2008	Bindslev, DK	57.33N 10.12E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	m	1		Mass	0.421	12.520	HoBR328014	House of Bird Research collection	6-27-2004	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	m	1		Mass	0.464	12.397	HoBR299649	House of Bird Research collection	4-xx-1998	Esbjerg, DK	55.28N 08.27E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	m	1		Mass	0.455	11.654	HoBR273830	House of Bird Research collection	5-13-1995	Vejen, DK	55.28N 09.10E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Passeriformes	Muscicapidae	Phoenicurus	phoenicurus	phoenicurus	Phoenicurus_phoenicurus	m	1		Mass	0.450	14.900	HoBR216174	House of Bird Research collection	5-9-1992	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
