"pop","mother","crossID","blocktray","timetosowing","MCseed","nseed","germ2"
"LM","LM22","LM22shd","T9_2",143,-0.335564853556487,2,0
"LM","LM22","LM22xld","T6_2",125,1.16443514644351,2,0
"LM","LM22","LM22xhd","T2_2",156,-0.335564853556487,2,0
"LM","LM23","LM23sld","T2_2",160,-6.83556485355649,2,0
"LM","LM23","LM23shd","T4_2",138,-2.13556485355649,2,0.5
"LM","LM23","LM23xld","T8_2",130,-2.43556485355649,2,0
"LM","LM23","LM23xhd","T6_2",123,-5.23556485355649,2,0.5
"LM","LM24","LM24sld","T5_2",130,1.36443514644351,2,0
"LM","LM24","LM24shd","T7_2",136,3.16443514644351,2,0
"LM","LM24","LM24xld","T3_2",157,-0.0355648535564898,2,0
"LM","LM24","LM24xhd","T3_2",121,0.864435146443509,2,0
"LM","LM25","LM25sld","T1_2",137,0.864435146443509,2,0
"LM","LM25","LM25shd","T8_2",143,2.26443514644351,2,0.5
"LM","LM25","LM25xld","T2_2",136,-0.835564853556487,1,1
"LM","LM25","LM25xhd","T2_2",134,1.06443514644351,2,0
"LM","LM26","LM26sld","T1_2",160,-0.53556485355649,2,0.5
"LM","LM26","LM26shd","T4_2",166,1.96443514644351,2,0
"LM","LM26","LM26xld","T9_2",116,-0.335564853556487,2,0
"LM","LM26","LM26xhd","T2_2",135,1.66443514644351,2,0
"LM","LM27","LM27sld","T2_2",155,-3.93556485355649,2,0.5
"LM","LM27","LM27shd","T5_2",169,1.66443514644351,2,0
"LM","LM27","LM27xld","T3_2",164,1.36443514644351,2,1
"LM","LM27","LM27xhd","T8_2",143,1.66443514644351,2,0.5
"LM","LM28","LM28sld","T6_2",147,-1.93556485355649,2,0
"LM","LM28","LM28shd","T4_2",150,-2.73556485355649,2,0
"LM","LM28","LM28xld","T6_2",135,-3.13556485355649,2,0.5
"LM","LM28","LM28xhd","T6_2",147,-2.63556485355649,2,0
"LM","LM29","LM29sld","T7_2",127,0.46443514644351,2,0
"LM","LM29","LM29shd","T8_2",145,2.56443514644351,2,0.5
"LM","LM29","LM29xld","T8_2",127,1.76443514644351,2,1
"LM","LM29","LM29xhd","T8_2",109,-3.03556485355649,2,0.5
"LM","LM30","LM30sld","T8_2",159,-3.33556485355649,2,1
"LM","LM30","LM30shd","T7_2",137,-7.33556485355649,2,0.5
"LM","LM30","LM30xld","T7_2",154,-0.135564853556491,2,0.5
"LM","LM30","LM30xhd","T6_2",138,-1.63556485355649,2,0.5
"PM","PM1","PM1sld","T9_2",159,3.41589958158995,2,1
"PM","PM1","PM1shd","T9_2",174,3.11589958158996,2,1
"PM","PM1","PM1xld","T4_2",163,3.91589958158995,2,1
"PM","PM1","PM1xhd","T3_2",150,6.31589958158996,2,1
"PM","PM2","PM2sld","T6_2",157,-1.18410041841004,2,1
"PM","PM2","PM2shd","T4_2",162,-0.584100418410045,2,1
"PM","PM2","PM2xld","T3_2",139,2.41589958158995,2,1
"PM","PM2","PM2xhd","T7_2",135,0.615899581589957,2,1
"PM","PM3","PM3sld","T6_2",151,3.01589958158996,2,1
"PM","PM3","PM3shd","T1_2",161,3.51589958158996,2,1
"PM","PM3","PM3xld","T4_2",134,3.61589958158996,2,1
"PM","PM3","PM3xhd","T1_2",135,2.71589958158996,2,1
"PM","PM4","PM4sld","T9_2",164,-3.48410041841004,2,1
"PM","PM4","PM4shd","T2_2",143,-1.08410041841005,2,1
"PM","PM4","PM4xld","T8_2",161,-0.584100418410045,2,1
"PM","PM4","PM4xhd","T6_2",133,-0.18410041841004,2,1
"PM","PM5","PM5sld","T5_2",164,1.41589958158995,2,1
"PM","PM5","PM5shd","T5_2",164,0.615899581589957,2,1
"PM","PM5","PM5xld","T7_2",143,2.21589958158996,2,1
"PM","PM5","PM5xhd","T6_2",114,-5.08410041841005,2,0.5
"PM","PM6","PM6sld","T4_2",162,-6.08410041841005,2,1
"PM","PM6","PM6shd","T4_2",151,-4.58410041841005,2,1
"PM","PM6","PM6xld","T3_2",123,-1.58410041841005,2,1
"PM","PM6","PM6xhd","T9_2",118,-3.48410041841004,2,1
"PM","PM7","PM7sld","T7_2",135,-1.38410041841004,2,1
"PM","PM7","PM7shd","T8_2",121,-4.18410041841004,2,1
"PM","PM7","PM7xld","T9_2",170,0.215899581589959,2,1
"PM","PM7","PM7xhd","T4_2",135,-2.08410041841005,2,1
"PM","PM8","PM8sld","T4_2",139,-0.284100418410041,2,1
"PM","PM8","PM8shd","T8_2",167,2.21589958158996,2,1
"PM","PM8","PM8xld","T8_2",151,2.31589958158996,2,1
"PM","PM8","PM8xhd","T4_2",127,0.115899581589958,2,1
"PM","PM9","PM9sld","T9_2",147,-0.0841004184100452,2,1
"PM","PM9","PM9shd","T8_2",158,0.115899581589958,2,1
"PM","PM9","PM9xld","T3_2",127,1.41589958158995,2,1
"PM","PM9","PM9xhd","T4_2",116,0.0158995815899562,2,1
"PM","PM10","PM10sld","T5_2",154,2.31589958158996,2,1
"PM","PM10","PM10shd","T9_2",157,3.51589958158996,2,1
"PM","PM10","PM10xld","T2_2",130,1.31589958158996,2,1
"PM","PM10","PM10xhd","T8_2",125,-2.08410041841005,1,1
"PM","PM11","PM11sld","T4_2",127,0.515899581589956,1,1
"PM","PM11","PM11shd","T8_2",120,3.71589958158996,2,1
"PM","PM11","PM11xld","T9_2",117,-0.384100418410042,2,1
"PM","PM11","PM11xhd","T2_2",117,-0.784100418410041,2,1
"PM","PM12","PM12sld","T1_2",123,2.01589958158996,2,1
"PM","PM12","PM12shd","T1_2",119,0.515899581589956,2,1
"PM","PM12","PM12xld","T3_2",120,1.01589958158996,2,1
"PM","PM12","PM12xhd","T5_2",165,2.41589958158995,2,1
"PM","PM13","PM13sld","T4_2",163,2.81589958158996,2,1
"PM","PM13","PM13shd","T3_2",165,4.91589958158995,2,1
"PM","PM13","PM13xld","T8_2",127,2.91589958158995,2,1
"PM","PM13","PM13xhd","T8_2",157,1.41589958158995,2,1
"PM","PM14","PM14sld","T4_2",158,8.21589958158996,2,1
"PM","PM14","PM14shd","T8_2",164,3.21589958158996,2,1
"PM","PM14","PM14xld","T2_2",139,8.11589958158996,2,1
"PM","PM14","PM14xhd","T2_2",164,0.415899581589955,2,1
"PM","PM15","PM15sld","T9_2",147,-8.38410041841004,2,1
"PM","PM15","PM15shd","T5_2",169,0.0158995815899562,2,1
"PM","PM15","PM15xld","T3_2",175,-1.08410041841005,2,1
"PM","PM15","PM15xhd","T2_2",134,0.615899581589957,2,1
"PM","PM16","PM16sld","T4_2",160,-0.18410041841004,2,1
"PM","PM16","PM16shd","T1_2",178,-0.784100418410041,2,1
"PM","PM16","PM16xld","T2_2",171,0.415899581589955,2,1
"PM","PM16","PM16xhd","T8_2",146,4.81589958158996,2,1
"PM","PM17","PM17sld","T4_2",120,-1.68410041841004,2,1
"PM","PM17","PM17shd","T3_2",157,4.01589958158996,2,1
"PM","PM17","PM17xld","T8_2",133,3.11589958158996,2,1
"PM","PM17","PM17xhd","T5_2",142,3.31589958158996,2,1
"PM","PM18","PM18sld","T5_2",165,-1.38410041841004,2,1
"PM","PM18","PM18shd","T5_2",165,-0.884100418410042,2,1
"PM","PM18","PM18xld","T9_2",119,-5.08410041841005,2,1
